title;rating;chapters;description;url
The Fox-Eyed Villain of the Demon Academy;;60;"The very last moment before the novel was about the end... The strongest villain met a pitiful fate. But that wasn't the end. ""So, this is how I die."" I, who was once the author, woke up as the fox-eyed villian who was never once understood. A fallen family. A life thrown away for revenge. A future sealed in tragedy. I'm going to rewrite it all. This villain's end... will be reversed.";https://demonicscans.org/manga/The-Fox%25252DEyed-Villain-of-the-Demon-Academy
The General - Fighting Legend;;110;"Kwon, known as the ""martial god who guards Goryeo,"" wasn't always a legendary general. His story begins in childhood, alongside his older brother Jeong. The two are sons of Manjeok, once the strongest martial artist in Goryeo and a slave. When Manjeok launches a slave-liberation uprising and fails, he is executed, and Jeong and Kwon find their lives constantly under threat. While hiding to survive and training in their father's martial arts, the brothers are attacked by masters; Jeong is killed, and Kwon barely escapes with his life. Fleeing, he loses consciousness--and wakes up in a brutal Song-dynasty fighting arena, not a mere ring but an entire region where only the strong survive. There, Kwon resolves to grow stronger for the sake of revenge, vowing to become the mightiest of all and return to kill the one who took his brother's life. LATEST MANGA RELEASES";https://demonicscans.org/manga/The-General-%25252D-Fighting-Legend
The Genius Assassin's Second Life Begins at the Academy;;56;Van, feared as the strongest assassin in a world ruled by magicians, earned his title without ever wielding magic. Relying on unmatched combat skill and vast knowledge of sorcery, he fought in the shadows to secure the throne for his best friend--the prince. His true goal was to protect his own persecuted people, the only race born without magic. But at the end of the brutal succession war, Van's loyalty was betrayed. His closest friend murdered his family and left him for dead. When Van opened his eyes again, he found himself ten years in the past. Granted a second chance, he refuses to walk the same path. This time, his decision is clear: he will rise to the very top of the magic academy--without magic. Thus begins the tale of the world's greatest assassin, rewriting destiny from the shadows of the classroom.;https://demonicscans.org/manga/The-Genius-Assassin%2527s-Second-Life-Begins-at-the-Academy
The Glutton;;45;The human world was destroyed by the demon lords. Having lost everything, the awakened warrior Si Chen chooses to launch a desperate, final attack sacrificing himself in order to take down the demon lord of gluttony, Lan Yue. But when he wakes up again, he finds himself transported ten years into the past, before any of this happened. Realizing that his powers have awakened earlier, he decides he must act early. With his return, everything else in the world seems to have changed as well;https://demonicscans.org/manga/The-Glutton
The God of Ad-Libs;;32;Thirty-year-old unemployed Lee Tae-gyu. At some point, he began living a numb, lethargic life, entirely cut off from his own emotions. While struggling to escape his meaningless daily life, a fateful encounter with an enigmatic old man blesses him with the power of the phantom flame--the ability to 'copy' the feelings of those around him;https://demonicscans.org/manga/The-God-of-Ad%25252DLibs
The God's Contract in the Virtual World;;41;"In 2035, with AI technology at its peak, unemployment has soared to 40%. Out of this chaos, a virtual game for the elite was born--""GOLDGAME."" In this deadly game, players gamble their lives, but the prize is unimaginable wealth and a chance to turn their fate around. Chen Mo, an unemployed AI researcher, dives into the game to find his missing sister. Time and again, he survives the brutal trials of this merciless game, transforming from a mere player into a god.";https://demonicscans.org/manga/The-God%2527s-Contract-in-the-Virtual-World
The Great Sword Hero The Scrap Loved by God;;44;"Read Manhwa / MangaToon The Great Sword Hero: The Scrap Loved by God / The Sword-Forging Great Hero: The Scrap Favored by the Kings / The Great Hero of the Genesis Sword ~Trash Beloved by King~ / The Great Sword Hero: The Scrap Loved by King / ?????????????????? In a world where ""Hunters"" conquer ""Ruins"" that appeared from another realm, seeking treasures within... Kurogane Touma, a dropout and failure, risks his life challenging an ultra-high difficulty dungeon to save his sister, who suffers from a terrible illness. What awaits him there is an encounter with the strongest sword--and ""Aion,"" a supernatural entity that devours love. The battle to save his sister and the world begins!";https://demonicscans.org/manga/The-Great-Sword-Hero-The-Scrap-Loved-by-God
The Guild's Strongest Receptionist;;69;"In the modern age where dungeons have appeared... In a world where everything is decided by a player's blessing, Iijima Joji surprisingly gets the lowest aptitude of a G-rank Blessing. He had a terrible start as a player, being forced into debt by his friends and ridiculed for his incompetence. However, by chance, he was forced to participate in an unending tutorial... XX years have passed. He reached level 9999, but the endlessly repeating tutorial was about to break him. -- and then his level increased. When he reached the other side of the countdown, the world was bugged, and he went back in time to the moment he woke up as a player, and he had to start his life over again at an extraordinary level. ""Who is he? Why is such a monster working as a guild receptionist?"" When he swings his arm, buildings disappear. When he casts magic, disasters occur.";https://demonicscans.org/manga/The-Guild%2527s-Strongest-Receptionist
The Heavenly Demon Cult's Strongest Maid;;37;I was just an ordinary office worker... until I woke up as Shin Seol-ha, a lowly maid inside a martial arts novel. To support the grandmother who raised her, Seol-ha entered the dreaded Demonic Cult as a servant, surviving a grueling five-year contract. Finally, with just two months left until her freedom, her plans are completely shattered. Of all people, she is reassigned as the personal maid to Jeok Igeon, a man utterly infamous for his cruelty. While keeping her head down to survive, Seol-ha accidentally discovers a hidden, monstrous talent for martial arts, with Igeon's help. To make matters worse, she suddenly has the attention of the entire Demonic Cult, culminating in an offer to become the Heavenly Demon's personal disciple! Wait, why is everyone suddenly so obsessed with me?! Seol-ha just wants to escape the Cult, but Jeok Igeon refuses to let her go. Just where will this increasingly tangled relationship end?;https://demonicscans.org/manga/The-Heavenly-Demon-Cult%2527s-Strongest-Maid
The Hero Starts Over at the Academy;;60;"Misato Kyoichiro, the leader of the strongest group of adventurers, the ""Golden Seekers,"" was betrayed by his comrades and left to die. ""I won't just die like this!!"" In his final moments, he activated a reincarnation spell. Kyoichiro successfully reincarnated twenty years later as a student named Asai Kyosuke, a wielder of the ""Void"" attribute. ""Void"" is an attribute mocked for being ""attributeless,"" but Kyoichiro knew the truth of this attribute, thanks to the ""Time"" attribute he had in his previous life. The ""Void"" attribute has the potential to surpass the ""Time"" attribute, which was seen as the strongest in his lifetime. Thus, reborn as Asai Kyosuke, he returns to the Adventurer Academy, determined to purge all evil from society; all to get revenge on his former comrades, who betrayed him out of greed. And... ""Asai Kyosuke, I won't let anyone look down on you ever again."" ...to reach the peak of strength, something he could not achieve in his previous life.";https://demonicscans.org/manga/The-Hero-Starts-Over-at-the-Academy
